1.000000e-05,4.629204e-02
1.122018e-05,4.810159e-02
1.258925e-05,4.998175e-02
1.412538e-05,5.193526e-02
1.584893e-05,5.396496e-02
1.778279e-05,5.607381e-02
1.995262e-05,5.826488e-02
2.238721e-05,6.054133e-02
2.511886e-05,6.290648e-02
2.818383e-05,6.536375e-02
3.162278e-05,6.791669e-02
3.548134e-05,7.056900e-02
3.981072e-05,7.332448e-02
4.466836e-05,7.618712e-02
5.011872e-05,7.916102e-02
5.623413e-05,8.225045e-02
6.309573e-05,8.545982e-02
7.079458e-05,8.879372e-02
7.943282e-05,9.225689e-02
8.912509e-05,9.585424e-02
1.000000e-04,9.959088e-02
1.122018e-04,1.034721e-01
1.258925e-04,1.075033e-01
1.412538e-04,1.116901e-01
1.584893e-04,1.160385e-01
1.778279e-04,1.205543e-01
1.995262e-04,1.252439e-01
2.238721e-04,1.301138e-01
2.511886e-04,1.351705e-01
2.818383e-04,1.404209e-01
3.162278e-04,1.458721e-01
3.548134e-04,1.515314e-01
3.981072e-04,1.574063e-01
4.466836e-04,1.635045e-01
5.011872e-04,1.698341e-01
5.623413e-04,1.764030e-01
6.309573e-04,1.832197e-01
7.079458e-04,1.902929e-01
7.943282e-04,1.976311e-01
8.912509e-04,2.052435e-01
1.000000e-03,2.131391e-01
1.122018e-03,2.213272e-01
1.258925e-03,2.298174e-01
1.412538e-03,2.386191e-01
1.584893e-03,2.477420e-01
1.778279e-03,2.571960e-01
1.995262e-03,2.669908e-01
2.238721e-03,2.771361e-01
2.511886e-03,2.876418e-01
2.818383e-03,2.985174e-01
3.162278e-03,3.097725e-01
3.548134e-03,3.214162e-01
3.981072e-03,3.334574e-01
4.466836e-03,3.459047e-01
5.011872e-03,3.587661e-01
5.623413e-03,3.720487e-01
6.309573e-03,3.857592e-01
7.079458e-03,3.999031e-01
7.943282e-03,4.144848e-01
8.912509e-03,4.295075e-01
1.000000e-02,4.449725e-01
1.047129e-02,4.512824e-01
1.096478e-02,4.576629e-01
1.148154e-02,4.641139e-01
1.202264e-02,4.706351e-01
1.258925e-02,4.772263e-01
1.318257e-02,4.838870e-01
1.380384e-02,4.906169e-01
1.445440e-02,4.974154e-01
1.513561e-02,5.042819e-01
1.584893e-02,5.112157e-01
1.659587e-02,5.182161e-01
1.737801e-02,5.252821e-01
1.819701e-02,5.324129e-01
1.905461e-02,5.396072e-01
1.995262e-02,5.468640e-01
2.089296e-02,5.541820e-01
2.187762e-02,5.615596e-01
2.290868e-02,5.689953e-01
2.398833e-02,5.764874e-01
2.511886e-02,5.840341e-01
2.630268e-02,5.916334e-01
2.754229e-02,5.992830e-01
2.884032e-02,6.069808e-01
3.019952e-02,6.147240e-01
3.162278e-02,6.225102e-01
3.311311e-02,6.303363e-01
3.467369e-02,6.381993e-01
3.630781e-02,6.460958e-01
3.801894e-02,6.540225e-01
3.981072e-02,6.619754e-01
4.168694e-02,6.699506e-01
4.365158e-02,6.779438e-01
4.570882e-02,6.859505e-01
4.786301e-02,6.939659e-01
5.011872e-02,7.019849e-01
5.248075e-02,7.100021e-01
5.495409e-02,7.180117e-01
5.754399e-02,7.260077e-01
6.025596e-02,7.339838e-01
6.309573e-02,7.419331e-01
6.606934e-02,7.498485e-01
6.918310e-02,7.577226e-01
7.244360e-02,7.655474e-01
7.585776e-02,7.733146e-01
7.943282e-02,7.810154e-01
8.317638e-02,7.886406e-01
8.709636e-02,7.961807e-01
9.120108e-02,8.036253e-01
9.549926e-02,8.109640e-01
1.000000e-01,8.181855e-01
1.047129e-01,8.252783e-01
1.096478e-01,8.322301e-01
1.148154e-01,8.390283e-01
1.202264e-01,8.456595e-01
1.258925e-01,8.521099e-01
1.318257e-01,8.583651e-01
1.380384e-01,8.644101e-01
1.445440e-01,8.702292e-01
1.513561e-01,8.758063e-01
1.584893e-01,8.811245e-01
1.659587e-01,8.861664e-01
1.737801e-01,8.909142e-01
1.819701e-01,8.953490e-01
1.905461e-01,8.994518e-01
1.995262e-01,9.032027e-01
2.089296e-01,9.065815e-01
2.187762e-01,9.095673e-01
2.290868e-01,9.121388e-01
2.398833e-01,9.142740e-01
2.511886e-01,9.159508e-01
2.630268e-01,9.171463e-01
2.754229e-01,9.178378e-01
2.884032e-01,9.180018e-01
3.019952e-01,9.176149e-01
3.162278e-01,9.166536e-01
3.311311e-01,9.150942e-01
3.467369e-01,9.129131e-01
3.630781e-01,9.100870e-01
3.801894e-01,9.065930e-01
3.981072e-01,9.024084e-01
4.168694e-01,8.975113e-01
4.365158e-01,8.918805e-01
4.570882e-01,8.854959e-01
4.786301e-01,8.783384e-01
5.011872e-01,8.703902e-01
5.248075e-01,8.616355e-01
5.495409e-01,8.520599e-01
5.754399e-01,8.416513e-01
6.025596e-01,8.303998e-01
6.309573e-01,8.182985e-01
6.606934e-01,8.053429e-01
6.918310e-01,7.915322e-01
7.244360e-01,7.768687e-01
7.585776e-01,7.613587e-01
7.943282e-01,7.450125e-01
8.317638e-01,7.278449e-01
8.709636e-01,7.098753e-01
9.120108e-01,6.911279e-01
9.549926e-01,6.716322e-01
1.000000e+00,6.514228e-01
1.047129e+00,6.305401e-01
1.096478e+00,6.090297e-01
1.148154e+00,5.869434e-01
1.202264e+00,5.643382e-01
1.258925e+00,5.412770e-01
1.318257e+00,5.178279e-01
1.380384e+00,4.940644e-01
1.445440e+00,4.700649e-01
1.513561e+00,4.459120e-01
1.584893e+00,4.216926e-01
1.659587e+00,3.974965e-01
1.737801e+00,3.734163e-01
1.819701e+00,3.495463e-01
1.905461e+00,3.259814e-01
1.995262e+00,3.028163e-01
2.089296e+00,2.801445e-01
2.187762e+00,2.580567e-01
2.290868e+00,2.366400e-01
2.398833e+00,2.159765e-01
2.511886e+00,1.961424e-01
2.630268e+00,1.772062e-01
2.754229e+00,1.592282e-01
2.884032e+00,1.422594e-01
3.019952e+00,1.263403e-01
3.162278e+00,1.115008e-01
3.311311e+00,9.775930e-02
3.467369e+00,8.512255e-02
3.630781e+00,7.358577e-02
3.801894e+00,6.313278e-02
3.981072e+00,5.373656e-02
4.168694e+00,4.536004e-02
4.365158e+00,3.795704e-02
4.570882e+00,3.147351e-02
4.786301e+00,2.584889e-02
5.011872e+00,2.101761e-02
5.248075e+00,1.691069e-02
5.495409e+00,1.345729e-02
5.754399e+00,1.058629e-02
6.025596e+00,8.227734e-03
6.309573e+00,6.314173e-03
6.606934e+00,4.781787e-03
6.918310e+00,3.571302e-03
7.244360e+00,2.628682e-03
7.585776e+00,1.905562e-03
7.943282e+00,1.359460e-03
8.317638e+00,9.537575e-04
8.709636e+00,6.574939e-04
9.120108e+00,4.450058e-04
9.549926e+00,2.954477e-04
1.000000e+01,1.922383e-04
1.047129e+01,1.224694e-04
1.096478e+01,7.631480e-05
1.148154e+01,4.646519e-05
1.202264e+01,2.761261e-05
1.258925e+01,1.599737e-05
1.318257e+01,9.024603e-06
1.380384e+01,4.951062e-06
1.445440e+01,2.638069e-06
1.513561e+01,1.363300e-06
1.584893e+01,6.823153e-07
1.659587e+01,3.302248e-07
1.737801e+01,1.543035e-07
1.819701e+01,6.949640e-08
1.905461e+01,3.011714e-08
1.995262e+01,1.253542e-08
2.089296e+01,5.001613e-09
2.187762e+01,1.909237e-09
2.290868e+01,6.957938e-10
2.398833e+01,2.415580e-10
2.511886e+01,7.970527e-11
2.630268e+01,2.493648e-11
2.754229e+01,7.378610e-12
2.884032e+01,2.059504e-12
3.019952e+01,5.407576e-13
3.162278e+01,1.331809e-13
3.311311e+01,3.067388e-14
3.467369e+01,6.585815e-15
3.630781e+01,1.313790e-15
3.801894e+01,2.426677e-16
3.981072e+01,4.135146e-17
4.168694e+01,6.476066e-18
4.365158e+01,9.284197e-19
4.570882e+01,1.213332e-19
4.786301e+01,1.439201e-20
5.011872e+01,1.542358e-21
5.248075e+01,1.486250e-22
5.495409e+01,1.281342e-23
5.754399e+01,9.831652e-25
6.025596e+01,6.677120e-26
